filepath,category,source
C:\Users\ajayp\Downloads\Adobe Scan 03 Jul 2026.pdf,Other,zero-shot(0.1689)
C:\Users\ajayp\Downloads\113                        UPI 17.pdf,Chart / Data,zero-shot(0.1691)
C:\Users\ajayp\Downloads\3- Virtual Environments.mp4,UI / Design,zero-shot(0.1691)
C:\Users\ajayp\Downloads\utweb_installer (1).exe,UI / Design,zero-shot(0.1691)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\10- Python Package Index\3- Virtual Environments.mp4,UI / Design,zero-shot(0.1691)
C:\Users\ajayp\Downloads\FALLSEM2025-26_VL_BAPHY105_00100_ETH_2025-08-02_Lecture-Notes-for-Module-1 (1).pdf,Code / Terminal,zero-shot(0.1694)
C:\Users\ajayp\Downloads\FALLSEM2025-26_VL_BAPHY105_00100_ETH_2025-08-02_Lecture-Notes-for-Module-1.pdf,Code / Terminal,zero-shot(0.1694)
C:\Users\ajayp\Downloads\make a very detailed notes.pdf,Code / Terminal,zero-shot(0.1694)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\15- Url Parameters.mp4,Code / Terminal,zero-shot(0.1696)
C:\Users\ajayp\Downloads\3- Types of Functions.mp4,UI / Design,zero-shot(0.1698)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\4- Functions\3- Types of Functions.mp4,UI / Design,zero-shot(0.1698)
C:\Users\ajayp\Downloads\comet_installer_latest.exe,Code / Terminal,zero-shot(0.1699)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-08-30 at 15.09.53_3d13bd81.jpg,Chart / Data,zero-shot(0.1699)
C:\Users\ajayp\Downloads\BMAT205L-CAT-1-A1-2022-2023 (1).pdf,Code / Terminal,zero-shot(0.1701)
C:\Users\ajayp\Downloads\BMAT205L-CAT-1-A1-2022-2023.pdf,Code / Terminal,zero-shot(0.1701)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-10-15 at 15.42.52_7d8e3dcf.jpg,Code / Terminal,zero-shot(0.1701)
C:\Users\ajayp\Downloads\5- Sub-packages.mp4,Other,zero-shot(0.1704)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\8- Modules\5- Sub-packages.mp4,Other,zero-shot(0.1704)
C:\Users\ajayp\Downloads\WhatsApp Image 2026-01-29 at 10.26.31 PM.jpeg,Document / Article,zero-shot(0.1706)
C:\Users\ajayp\Downloads\mdp.pdf,Document / Article,zero-shot(0.1708)
C:\Users\ajayp\Downloads\mdp1.pdf,Document / Article,zero-shot(0.1708)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\2- Primitive Types\10- Quiz.mp4,Other,zero-shot(0.1709)
C:\Users\ajayp\Downloads\file (1).webp,Other,zero-shot(0.171)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\1- Getting Started\12- Quiz.mp4,Other,zero-shot(0.171)
C:\Users\ajayp\Downloads\FALLSEM2025-26_VL_BAEEE101_00100_ETH_2025-08-10_CONCEPTS-OF-POWER-ELECTRONICS-.pdf,Code / Terminal,zero-shot(0.1711)
C:\Users\ajayp\Downloads\resumenewfinal (1)_page-0001.jpg,Document / Article,zero-shot(0.1711)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-03-11_Module-4-Vector-space (1).pdf,Code / Terminal,zero-shot(0.1711)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-03-11_Module-4-Vector-space.pdf,Code / Terminal,zero-shot(0.1711)
C:\Users\ajayp\Downloads\wifi-autologin-extension.zip,Chat / Messages,zero-shot(0.1712)
C:\Users\ajayp\Downloads\wifi-autologin-extension (2).zip,Chat / Messages,zero-shot(0.1713)
C:\Users\ajayp\Downloads\6- Working with CSV Files.mp4,Code / Terminal,zero-shot(0.1714)
C:\Users\ajayp\Downloads\Application of List Stack and Queue.pdf,Code / Terminal,zero-shot(0.1714)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\9- Python Standard Library\6- Working with CSV Files.mp4,Code / Terminal,zero-shot(0.1714)
C:\Users\ajayp\Downloads\file (2).webp,Other,zero-shot(0.1715)
C:\Users\ajayp\Downloads\VL2025260106281_AST03.pdf,Code / Terminal,zero-shot(0.1715)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-02-18_Module-3_Lattices.pdf,Code / Terminal,zero-shot(0.1715)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\5- Data Structures\5- Adding or Removing Items.mp4,Other,zero-shot(0.1715)
C:\Users\ajayp\Downloads\17- Arrays.mp4,Chart / Data,zero-shot(0.1717)
C:\Users\ajayp\Downloads\6- Chaining Comparison Operators.mp4,Chart / Data,zero-shot(0.1717)
C:\Users\ajayp\Downloads\OS_Detailed_Notes.docx,Code / Terminal,zero-shot(0.1717)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\3- Control Flow\6- Chaining Comparison Operators.mp4,Chart / Data,zero-shot(0.1717)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\5- Data Structures\17- Arrays.mp4,Chart / Data,zero-shot(0.1717)
C:\Users\ajayp\Downloads\vlc-3.0.21-win64.exe,Code / Terminal,zero-shot(0.1719)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ETH_2025-12-09_OS-and-Structures.pptx,Other,zero-shot(0.1719)
C:\Users\ajayp\Downloads\FALLSEM2025-26_VL_BAEEE101_00100_ETH_2025-07-31_Single-Phase-AC-circuits_-RL_-RC_-RLC.pptx,Other,zero-shot(0.172)
C:\Users\ajayp\Downloads\jre-8u461-windows-x64.exe,Other,zero-shot(0.1726)
C:\Users\ajayp\Downloads\WhatsApp Image 2026-07-08 at 1.41.07 PM.jpeg,ID / Sensitive,zero-shot(0.1727)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ETH_2025-12-15_Module-1.pptx,Other,zero-shot(0.1727)
C:\Users\ajayp\Downloads\utweb_installer.exe,UI / Design,zero-shot(0.1728)
C:\Users\ajayp\Downloads\errata.pdf,Document / Article,zero-shot(0.1729)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-09-14 at 10.03.00_e71a6937.jpg,UI / Design,zero-shot(0.1731)
C:\Users\ajayp\Downloads\13- Solution.mp4,Other,zero-shot(0.1732)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-09-28 at 11.00.14_60c72cad.jpg,Chart / Data,zero-shot(0.1732)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-04-19_Module-4_linear-transformation.pdf,Document / Article,zero-shot(0.1732)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\3- Control Flow\8- For Loops.mp4,UI / Design,zero-shot(0.1732)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\4- Functions\13- Solution.mp4,Other,zero-shot(0.1732)
C:\Users\ajayp\Downloads\Microsoft.Services.Store.winmd,UI / Design,zero-shot(0.1734)
C:\Users\ajayp\Downloads\Claude Setup (1).exe,UI / Design,zero-shot(0.1735)
C:\Users\ajayp\Downloads\696a5539392fefbb0ffeb86d_2026 Rezi Resume Template.docx,Code / Terminal,zero-shot(0.174)
C:\Users\ajayp\Downloads\Ajay Pranav Balakrishnan - Permanent 1.pdf,Document / Article,zero-shot(0.174)
C:\Users\ajayp\Downloads\Manual_copy_-_Assessment_4[1] (1).pdf,Code / Terminal,zero-shot(0.174)
C:\Users\ajayp\Downloads\Manual_copy_-_Assessment_4[1] (2).pdf,Code / Terminal,zero-shot(0.174)
C:\Users\ajayp\Downloads\Manual_copy_-_Assessment_4[1].pdf,Code / Terminal,zero-shot(0.174)
C:\Users\ajayp\Downloads\resumefinal.pdf,Code / Terminal,zero-shot(0.174)
C:\Users\ajayp\Downloads\resumenewfinal (1).pdf,Code / Terminal,zero-shot(0.174)
C:\Users\ajayp\Downloads\resumenewfinal (2).pdf,Code / Terminal,zero-shot(0.174)
C:\Users\ajayp\Downloads\resumenewfinal.pdf,Code / Terminal,zero-shot(0.174)
C:\Users\ajayp\Downloads\Lec 4 - M1- Algorithm Analysis Tree method and Master Method (2).pptx,Code / Terminal,zero-shot(0.1741)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-09-14 at 10.03.01_4a7e3b7f.jpg,Chart / Data,zero-shot(0.1742)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ETH_2025-12-13_module-1.pptx,Other,zero-shot(0.1745)
C:\Users\ajayp\Downloads\Module 4 - Lecture 14.pptx,UI / Design,zero-shot(0.1746)
C:\Users\ajayp\Downloads\13- Opening the Browser.mp4,UI / Design,zero-shot(0.1747)
C:\Users\ajayp\Downloads\Lec 4 - M1- Algorithm Analysis Tree method and Master Method (1).pptx,Chart / Data,zero-shot(0.1747)
C:\Users\ajayp\Downloads\make detailed notes of thus ppt.pdf,Code / Terminal,zero-shot(0.1747)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\9- Python Standard Library\13- Opening the Browser.mp4,UI / Design,zero-shot(0.1747)
C:\Users\ajayp\Downloads\Lec 4 - M1- Algorithm Analysis Tree method and Master Method (3).pptx,Code / Terminal,zero-shot(0.1748)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260106281_AST04.pdf,Code / Terminal,zero-shot(0.1749)
C:\Users\ajayp\Downloads\518275779_17889939942291569_3467721037647819077_n.jpg,Other,zero-shot(0.1749)
C:\Users\ajayp\Downloads\Assessment 4.docx,Code / Terminal,zero-shot(0.1749)
C:\Users\ajayp\Downloads\Assessment 4.pdf,Code / Terminal,zero-shot(0.1749)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504667_AST05.pdf,Chart / Data,zero-shot(0.1754)
C:\Users\ajayp\Downloads\Claude Setup.exe,UI / Design,zero-shot(0.1754)
C:\Users\ajayp\Downloads\Lec 3 - M1- Algorithm Analysis Itrative method and Substitution Method (2).pptx,Code / Terminal,zero-shot(0.1754)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ETH_2026-03-09_Module-4.pdf,Code / Terminal,zero-shot(0.1755)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ETH_2026-03-31_Module-4-complete-material.pdf,Code / Terminal,zero-shot(0.1755)
C:\Users\ajayp\Downloads\Lec 4 - M1- Algorithm Analysis Tree method and Master Method (4).pptx,Code / Terminal,zero-shot(0.1756)
C:\Users\ajayp\Downloads\SteamSetup.exe,Code / Terminal,zero-shot(0.1756)
C:\Users\ajayp\Downloads\AI-Driven Malware Detection_ Key Research Summaries.docx,Document / Article,zero-shot(0.1757)
C:\Users\ajayp\Downloads\GoogleAppInstaller.exe,Code / Terminal,zero-shot(0.1757)
C:\Users\ajayp\Downloads\Lec 3 - M1- Algorithm Analysis Itrative method and Substitution Method (1).pptx,Code / Terminal,zero-shot(0.1757)
C:\Users\ajayp\Downloads\4- Searching for Businesses.mp4,UI / Design,zero-shot(0.1759)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\11- Popular Python Packages\4- Searching for Businesses.mp4,UI / Design,zero-shot(0.1759)
C:\Users\ajayp\Downloads\Comprehensive_Study_Notes_C_OOP.docx,Code / Terminal,zero-shot(0.176)
C:\Users\ajayp\Downloads\Lec 3 - M1- Algorithm Analysis Itrative method and Substitution Method.pptx,Code / Terminal,zero-shot(0.1762)
C:\Users\ajayp\Downloads\Markdown to PDF.pdf,Document / Article,zero-shot(0.1763)
C:\Users\ajayp\Downloads\screenshot-search2.zip,Chat / Messages,zero-shot(0.1764)
C:\Users\ajayp\Downloads\make a very detailed notes (1).pdf,Code / Terminal,zero-shot(0.1766)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\7- Changing the Models.mp4,Other,zero-shot(0.1767)
C:\Users\ajayp\Downloads\are sure u covered everything.pdf,Document / Article,zero-shot(0.1769)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAPHY105_00100_ETH_2026-04-13_Module-5-PPT.pdf,Code / Terminal,zero-shot(0.177)
C:\Users\ajayp\Downloads\Lec 4 - M1- Algorithm Analysis Tree method and Master Method.pptx,Code / Terminal,zero-shot(0.1771)
C:\Users\ajayp\Downloads\8- Performing Arithmetic Operations.mp4,Chart / Data,zero-shot(0.1773)
C:\Users\ajayp\Downloads\peakpx.jpg,Other,zero-shot(0.1773)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-09-28 at 11.00.12_bbdea1e5.jpg,Other,zero-shot(0.1773)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\7- Classes\8- Performing Arithmetic Operations.mp4,Chart / Data,zero-shot(0.1773)
C:\Users\ajayp\Downloads\3- Module Search Path.mp4,UI / Design,zero-shot(0.1774)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-09-28 at 11.00.23_7da52f73.jpg,Other,zero-shot(0.1774)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\8- Modules\3- Module Search Path.mp4,UI / Design,zero-shot(0.1774)
C:\Users\ajayp\Downloads\2- What are APIs.mp4,UI / Design,zero-shot(0.1775)
C:\Users\ajayp\Downloads\vit-lms-extension.zip,UI / Design,zero-shot(0.1775)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\11- Popular Python Packages\2- What are APIs.mp4,UI / Design,zero-shot(0.1775)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-10-15 at 15.42.53_0b95efd9.jpg,Code / Terminal,zero-shot(0.1776)
C:\Users\ajayp\Downloads\Example-of-AVL-Tree.webp,Other,zero-shot(0.1778)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\13- Machine Learning with Python\8- Learning and Predicting.mp4,Chart / Data,zero-shot(0.1778)
"C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\0. Websites you may like\4. FreeCoursesOnline.me Download Udacity, Masterclass, Lynda, PHLearn, etc Free.url",UI / Design,zero-shot(0.178)
C:\Users\ajayp\Downloads\20- Dictionary Comprehensions.mp4,Document / Article,zero-shot(0.1782)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\5- Data Structures\20- Dictionary Comprehensions.mp4,Document / Article,zero-shot(0.1782)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE105_00100_ETH_2026-03-12_Job-sequencing.pptx,Other,zero-shot(0.1783)
C:\Users\ajayp\Downloads\sqlite-src-3510200.zip,Code / Terminal,zero-shot(0.1785)
C:\Users\ajayp\Downloads\gemini-code-1781195414065.html,Other,zero-shot(0.1786)
C:\Users\ajayp\Downloads\1- Classes (1).mp4,Other,zero-shot(0.1787)
C:\Users\ajayp\Downloads\Array based implementation of Binary Tree (1).docx,Code / Terminal,zero-shot(0.1787)
C:\Users\ajayp\Downloads\Array based implementation of Binary Tree.docx,Code / Terminal,zero-shot(0.1787)
C:\Users\ajayp\Downloads\Ajay Pranav Balakrishnan — CS Student & Developer.html,UI / Design,zero-shot(0.1788)
C:\Users\ajayp\Downloads\BAENG101_2025-11-19_19-21-19.zip,Other,zero-shot(0.1791)
C:\Users\ajayp\Downloads\1- Introduction (1).mp4,Document / Article,zero-shot(0.1793)
C:\Users\ajayp\Downloads\NoteGPT_FLOWCARD_Module 2.pdf (1).png,Document / Article,zero-shot(0.1795)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\13- Machine Learning with Python\10- Persisting Models.mp4,Other,zero-shot(0.1795)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ELA_2026-01-05_ShellScripting.pptx,Code / Terminal,zero-shot(0.1796)
C:\Users\ajayp\Downloads\vit-lms-extension\vit-lms-extension\content.js,Other,zero-shot(0.1796)
C:\Users\ajayp\Downloads\1- Introduction (2).mp4,Document / Article,zero-shot(0.1797)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\13- Machine Learning with Python\9- Calculating the Accuracy.mp4,Chart / Data,zero-shot(0.1797)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\1- Getting Started\1- What is Python.mp4,Code / Terminal,zero-shot(0.1804)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-08-30 at 15.19.35_310534a1.jpg,Chart / Data,zero-shot(0.1805)
C:\Users\ajayp\Downloads\balance-vs-unbalance-binnary-tree.webp,Other,zero-shot(0.1806)
C:\Users\ajayp\Downloads\12- Zip Function.mp4,Other,zero-shot(0.1807)
C:\Users\ajayp\Downloads\Screenshot 2026-07-18 193104.pdf,Other,zero-shot(0.1807)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\5- Data Structures\12- Zip Function.mp4,Other,zero-shot(0.1807)
C:\Users\ajayp\Downloads\ChatGPT Installer.exe,Chat / Messages,zero-shot(0.1808)
C:\Users\ajayp\Downloads\12- Inheritance.mp4,Other,zero-shot(0.1809)
C:\Users\ajayp\Downloads\screenshot-search.zip,UI / Design,zero-shot(0.1809)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\12- Building Web Applications with Django\19- Creating APIs.mp4,UI / Design,zero-shot(0.1809)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\7- Classes\12- Inheritance.mp4,Other,zero-shot(0.1809)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\2- Primitive Types\6- String Methods.mp4,Chart / Data,zero-shot(0.1811)
C:\Users\ajayp\Downloads\BACSE203_Module1_Anki_Flashcards.csv,Chart / Data,zero-shot(0.1812)
C:\Users\ajayp\Downloads\Case Study-SOOP-2026.pdf,Document / Article,zero-shot(0.1812)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-01-14_Tutorial-Sheet-Module-1.pdf,Chart / Data,zero-shot(0.1813)
C:\Users\ajayp\Downloads\WhatsApp Image 2026-01-31 at 11.19.30 AM.jpeg,Receipt / Invoice,zero-shot(0.1814)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260505008_AST05.pdf,Code / Terminal,zero-shot(0.1815)
C:\Users\ajayp\Downloads\Screenshot 2025-12-18 224631.pdf,Other,zero-shot(0.1815)
C:\Users\ajayp\Downloads\DBMS_Module1_Anki_Flashcards.csv,Chart / Data,zero-shot(0.1816)
C:\Users\ajayp\Downloads\c++,Code / Terminal,zero-shot(0.1819)
C:\Users\ajayp\Downloads\NoteGPT_FLOWCARD_Module 3- Nanomaterials.pdf.pdf,Document / Article,zero-shot(0.1819)
C:\Users\ajayp\Downloads\12- NumPy (1).mp4,Code / Terminal,zero-shot(0.182)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504667_AST02 (1).pdf,Code / Terminal,zero-shot(0.1821)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504667_AST02.pdf,Code / Terminal,zero-shot(0.1821)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ETH_2026-03-30_Module-5.pdf,Code / Terminal,zero-shot(0.1822)
C:\Users\ajayp\Downloads\Screenshot 2025-12-18 231702.pdf,Other,zero-shot(0.1828)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-01-13_Module-2.pdf,Code / Terminal,zero-shot(0.1828)
C:\Users\ajayp\Downloads\autoit-v3-setup.zip,UI / Design,zero-shot(0.183)
C:\Users\ajayp\Downloads\1. Introduction to Data Structure and its types (1).docx,Chart / Data,zero-shot(0.1831)
C:\Users\ajayp\Downloads\1. Introduction to Data Structure and its types.docx,Chart / Data,zero-shot(0.1831)
C:\Users\ajayp\Downloads\520418071_17889939828291569_5787583428191450985_n.jpg,Other,zero-shot(0.1832)
C:\Users\ajayp\Downloads\BCSE102L_PYQ_Analysis.html,Document / Article,zero-shot(0.1832)
C:\Users\ajayp\Downloads\GitHubDesktopSetup-x64.exe,UI / Design,zero-shot(0.1832)
C:\Users\ajayp\Downloads\NVIDIA_app_v11.0.4.159.exe,Code / Terminal,zero-shot(0.1832)
C:\Users\ajayp\Downloads\Dark-Web-and-Cybersecurity.pptx,UI / Design,zero-shot(0.1835)
C:\Users\ajayp\Downloads\My courses _ VIT LMS.html,UI / Design,zero-shot(0.1835)
C:\Users\ajayp\Downloads\BAENG101_2025-12-08_00-12-28.zip,Other,zero-shot(0.1839)
C:\Users\ajayp\Downloads\client_secret_231271026338-nqi48obljo0qpbge3416tdhcdvsv54r1.apps.googleusercontent.com.json,UI / Design,zero-shot(0.1839)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-08-30 at 15.24.04_d8c0db2a.jpg,Chart / Data,zero-shot(0.184)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\3- Control Flow\7- Quiz.mp4,Other,zero-shot(0.184)
C:\Users\ajayp\Downloads\Module_5_Advanced_Architecture_Notes.pdf,Code / Terminal,zero-shot(0.1843)
C:\Users\ajayp\Downloads\Expense Tracker\.git\hooks\post-update.sample,Social Media,zero-shot(0.1843)
C:\Users\ajayp\Downloads\MST and Shortest Path Algorithm.pdf,Code / Terminal,zero-shot(0.1845)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BAMAT205_00100_TH_2026-02-18_Module-3_Lattices_Class-Handwritten-Material_2.pdf,Other,zero-shot(0.1845)
C:\Users\ajayp\Downloads\Physics Formulas and Proofs Summary.pdf,Document / Article,zero-shot(0.1846)
C:\Users\ajayp\Downloads\Screenshot 2026-02-21 202943.pdf,Other,zero-shot(0.1846)
C:\Users\ajayp\Downloads\12- NumPy (2).mp4,Code / Terminal,zero-shot(0.1848)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-08-30 at 15.01.51_94c85aaf.jpg,Chart / Data,zero-shot(0.1848)
C:\Users\ajayp\Downloads\8- Browser Automation.mp4,UI / Design,zero-shot(0.1851)
"C:\Users\ajayp\Downloads\Technical Writing A Practical Guide for Engineers, Scientists, and Nontechnical Professionals by Phillip A. Laplante.pdf",Document / Article,zero-shot(0.1851)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\11- Popular Python Packages\8- Browser Automation.mp4,UI / Design,zero-shot(0.1851)
C:\Users\ajayp\Downloads\Expense Tracker\.git\hooks\fsmonitor-watchman.sample,Other,zero-shot(0.1851)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260504254_AST06.pdf,Other,zero-shot(0.1852)
C:\Users\ajayp\Downloads\WhatsApp Image 2026-01-10 at 9.22.09 PM.jpeg,Document / Article,zero-shot(0.1852)
C:\Users\ajayp\Downloads\4- Logical Operators.mp4,Chart / Data,zero-shot(0.1854)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\3- Control Flow\4- Logical Operators.mp4,Chart / Data,zero-shot(0.1854)
C:\Users\ajayp\Downloads\IMG_20260110_213539.pdf,Other,zero-shot(0.186)
C:\Users\ajayp\Downloads\Technical Reporting.pdf,Chart / Data,zero-shot(0.186)
C:\Users\ajayp\Downloads\Expense Tracker\.git\hooks\commit-msg.sample,Code / Terminal,zero-shot(0.186)
C:\Users\ajayp\Downloads\file.webp,Other,zero-shot(0.1863)
C:\Users\ajayp\Downloads\btweb_installer.exe,Code / Terminal,zero-shot(0.1868)
C:\Users\ajayp\Downloads\NoteGPT_FLOWCARD_Module-4.pdf.png,Document / Article,zero-shot(0.1873)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\13- Machine Learning with Python\11- Visualizing a Decision Tree.mp4,Chart / Data,zero-shot(0.1873)
C:\Users\ajayp\Downloads\Jana-nayaga-hindi-movie.pdf,Photo,zero-shot(0.1874)
C:\Users\ajayp\Downloads\vgiuyft.pdf,Photo,zero-shot(0.1874)
C:\Users\ajayp\Downloads\wallapaper\windows-11-dark-mode-abstract-background-black-background-3840x2160-8710.png,Other,zero-shot(0.1881)
C:\Users\ajayp\Downloads\1- Creating Modules.mp4,UI / Design,zero-shot(0.1882)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\5- Data Structures\6- Finding Items.mp4,Other,zero-shot(0.1882)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\8- Modules\1- Creating Modules.mp4,UI / Design,zero-shot(0.1882)
C:\Users\ajayp\Downloads\Lec 5 List.pptx,Document / Article,zero-shot(0.1883)
C:\Users\ajayp\Downloads\Neo-Browser-Setup-1.1.8 (1).exe,UI / Design,zero-shot(0.1887)
C:\Users\ajayp\Downloads\WhatsApp Image 2026-02-02 at 11.19.01 AM.jpeg,Chart / Data,zero-shot(0.1888)
C:\Users\ajayp\Downloads\ChatGPT - Choose note style (1).pdf,Chat / Messages,zero-shot(0.1889)
C:\Users\ajayp\Downloads\Flask Poll App Code Explanation.pdf,Code / Terminal,zero-shot(0.1889)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260107746_AST02.pdf,Code / Terminal,zero-shot(0.1892)
C:\Users\ajayp\Downloads\Ajay_Pranav_Resume_2025.docx,Code / Terminal,zero-shot(0.1893)
C:\Users\ajayp\Downloads\Ajay_Pranav_Resume_2025.pdf,Code / Terminal,zero-shot(0.1893)
C:\Users\ajayp\Downloads\Algorithm_Strategy_Assignment.docx,Code / Terminal,zero-shot(0.1894)
C:\Users\ajayp\Downloads\Neo-Browser-Setup-1.1.8.exe,Code / Terminal,zero-shot(0.1896)
C:\Users\ajayp\Downloads\BCSE303L-CAT-1-C1-2025-2026.pdf,Code / Terminal,zero-shot(0.1899)
C:\Users\ajayp\Downloads\WhatsApp Image 2025-11-22 at 16.44.03_7b4c1d9c.jpg,Document / Article,zero-shot(0.1901)
C:\Users\ajayp\Downloads\25BCE2065_VL2025260107746_AST03.pdf,Code / Terminal,zero-shot(0.1903)
C:\Users\ajayp\Downloads\ass3python.pdf,Code / Terminal,zero-shot(0.1903)
C:\Users\ajayp\Downloads\AVL and Hashing Worksheet.pdf,Document / Article,zero-shot(0.1904)
C:\Users\ajayp\Downloads\Lec 13 - M2- AVL (1).pptx,Document / Article,zero-shot(0.1904)
C:\Users\ajayp\Downloads\Screenshot 2026-03-07 155150.pdf,Other,zero-shot(0.1904)
C:\Users\ajayp\Downloads\8- Lambda Functions.mp4,Code / Terminal,zero-shot(0.1905)
C:\Users\ajayp\Downloads\python\[FreeCoursesOnline.Me] Code With Mosh - Complete Python Mastery\5- Data Structures\8- Lambda Functions.mp4,Code / Terminal,zero-shot(0.1905)
C:\Users\ajayp\Downloads\WINSEM2025-26_VL_BACSE106_00100_ETH_2025-12-19_Module_01.pptx,Other,zero-shot(0.1908)
